PF05049,GO:0019003,0.017499068
PF05739,GO:0019869,0.053603855
PF05042,GO:1990137,0.134392173
PF05735,GO:0050840,0.05181082
PF05736,GO:0001851,0.014085287
PF05737,GO:0005518,0.052011146
PF05730,GO:0005199,0.014862744
PF05731,GO:0070034,0.050414399
PF05044,GO:0050692,0.009450395
PF05733,GO:0003723,0.024943123
PF06429,GO:0004742,0.012093945
PF00733,GO:0033758,0.123301885
PF00732,GO:0047682,0.082666054
PF06512,GO:0031402,0.009439488
PF00731,GO:0004639,0.209918958
PF00730,GO:0032357,0.061048656
PF00881,GO:0052618,0.053233844
PF00736,GO:0003746,0.068216741
PF11788,GO:0016787,0.005510217
PF11789,GO:0004842,0.036705885
PF06934,GO:0016853,0.008175395
PF00735,GO:0010314,0.044740765
PF11781,GO:0001187,0.196733236
PF00882,GO:0004621,0.176966008
PF11784,GO:0004386,0.005721086
PF11785,GO:0043565,0.009688125
PF11786,GO:0003700,0.009520862
PF06420,GO:0003697,0.015535912
PF11430,GO:0051400,0.011307077
PF06754,GO:0061693,0.330373492
PF11435,GO:0008289,0.028327703
PF14159,GO:0004832,0.011830987
PF17223,GO:0042302,0.035649776
PF06752,GO:0004402,0.013756213
PF05547,GO:0004252,0.006659289
PF17222,GO:0004197,0.006942201
PF06751,GO:0031419,0.202572432
PF13469,GO:0008476,0.206438037
PF13466,GO:0015116,0.006396256
PF13464,GO:0043565,0.031138994
PF13463,GO:0003700,0.029703777
PF13462,GO:0015297,0.014792182
PF13460,GO:0042602,0.030978943
PF01638,GO:0003677,0.012196192
PF08503,GO:0047200,0.713155823
PF05543,GO:0008234,0.050053174
PF01633,GO:0004305,0.019387487
PF01632,GO:0003735,0.086972294
PF01635,GO:0039660,0.21426464
PF01634,GO:0003879,0.298520208
PF01637,GO:0004518,0.010131487
PF01636,GO:0046353,0.059301764
PF08243,GO:0001042,0.012405382
PF08242,GO:0102526,0.024732561
PF08717,GO:0004519,0.069119083
PF08716,GO:0004519,0.071820619
PF08711,GO:0001012,0.022898992
PF08710,GO:0004519,0.064580701
PF08245,GO:0047482,0.140049536
PF08244,GO:0042393,0.099334831
PF08719,GO:0004159,0.018037164
PF08718,GO:0015426,0.258443133
PF05958,GO:0051539,0.07975367
PF15898,GO:0019208,0.021185086
PF15899,GO:0033945,0.449238627
PF05956,GO:0019887,0.005958994
PF04231,GO:0004530,0.126956759
PF04234,GO:0005507,0.09062474
PF01603,GO:0019888,0.270053309
PF04145,GO:0015088,0.102153471
PF04146,GO:1990247,0.057570951
PF01427,GO:0008270,0.07434601
PF04140,GO:0004671,0.808873723
PF12417,GO:0001078,0.005131702
PF15202,GO:0015171,0.00742543
PF04142,GO:0005463,0.114129358
PF15206,GO:0003854,0.00604354
PF15209,GO:0005147,0.010743376
PF07332,GO:0071111,0.070331906
PF07776,GO:0008270,0.018174191
PF07777,GO:0003700,0.01378659
PF16859,GO:0003677,0.017467523
PF03351,GO:0031418,0.047806323
PF03352,GO:0003922,0.243613949
PF01428,GO:0032575,0.025108315
PF04607,GO:0008728,0.100658313
PF04606,GO:0046422,0.009656321
PF04603,GO:0017080,0.016871563
PF04602,GO:0050409,0.046651616
PF15141,GO:1901612,0.047000315
PF07766,GO:0043022,0.050346874
PF04608,GO:0008962,0.356174392
PF14376,GO:0004130,0.013597957
PF08826,GO:0004674,0.027382697
PF07804,GO:0004674,0.011363161
PF07805,GO:0004674,0.006351937
PF00270,GO:0009378,0.028875098
PF00271,GO:0033897,0.027172226
PF00276,GO:0003735,0.096529613
PF00277,GO:0042056,0.044281436
PF07554,GO:0004415,0.010508363
PF07555,GO:0004415,0.081091628
PF00278,GO:0046872,0.120521891
PF07559,GO:0004742,0.011687252
PF07809,GO:0015109,0.029421947
PF06602,GO:0008138,0.079747196
PF10275,GO:0019784,0.07359924
PF06607,GO:0001664,0.009459642
PF08722,GO:0004518,0.019701145
PF03079,GO:0016151,0.376907794
PF03071,GO:0003827,0.127867041
PF03070,GO:0042131,0.175460554
PF03073,GO:0008503,0.089686815
PF03074,GO:0005524,0.047668096
PF08725,GO:0001618,0.061202962
PF08726,GO:0051393,0.036572935
PF08727,GO:0033897,0.061212678
PF09247,GO:0000979,0.014154836
PF16787,GO:0019237,0.011184212
PF16783,GO:0004518,0.007569247
PF16782,GO:0000774,0.166944448
PF03389,GO:0003917,0.009289443
PF03388,GO:0005537,0.1489527
PF16788,GO:0003714,0.021340034
PF12497,GO:0034056,0.084926536
PF12491,GO:0005543,0.02750542
PF12490,GO:0010698,0.025707378
PF12498,GO:0003700,0.011607003
PF14637,GO:0042030,0.01276552
PF14636,GO:0042030,0.012195357
PF14635,GO:0042393,0.095135489
PF14634,GO:0003714,0.014445473
PF14633,GO:0042393,0.09405507
PF14632,GO:0042393,0.095044553
PF14631,GO:0070182,0.037104398
PF14630,GO:0003688,0.014925631
PF14639,GO:0042393,0.096031143
PF14638,GO:0042030,0.012974047
PF16161,GO:0004848,0.041143135
PF16165,GO:0005509,0.010447581
PF16164,GO:0019865,0.005435766
PF16166,GO:0015485,0.008070406
PF16168,GO:0015105,0.017864322
PF02656,GO:0000822,0.024682806
PF02657,GO:0008987,0.007883909
PF02654,GO:0008818,0.527799676
PF02655,GO:0004363,0.045933422
PF02652,GO:0015129,0.439710525
PF02653,GO:0004015,0.006718673
PF02650,GO:0004519,0.035670175
PF02659,GO:0005384,0.190716095
PF02388,GO:0047206,0.033351905
PF02381,GO:0003700,0.073198226
PF02382,GO:0005509,0.057268426
PF02383,GO:0008934,0.056513433
PF02384,GO:0051539,0.064861263
PF02386,GO:0030955,0.109554121
PF02387,GO:0042624,0.011360801
PF03927,GO:0005048,0.006057185
PF03925,GO:0010385,0.016555679
PF03924,GO:0009885,0.03535903
PF03921,GO:0005178,0.021615272
PF03920,GO:0001106,0.010069556
PF03929,GO:0010181,0.006313382
PF02031,GO:0004222,0.024486576
PF02036,GO:0044594,0.028628517
PF02037,GO:0102984,0.015828286
PF02301,GO:0000400,0.006501293
PF02038,GO:0005267,0.019441346
PF02303,GO:0003697,0.08794255
PF02305,GO:0005198,0.015437139
PF10649,GO:0042888,0.035065739
PF10644,GO:0003924,0.032562992
PF10645,GO:0030246,0.040162428
PF10642,GO:0015266,0.010965366
PF10643,GO:0020037,0.006819615
PF10640,GO:0004484,0.09650802
PF05384,GO:0000155,0.024681417
PF05387,GO:0005213,0.022198225
PF05386,GO:0070034,0.138911019
PF05381,GO:0004197,0.035079926
PF05383,GO:0000166,0.012865067
PF05382,GO:0008745,0.032140637
PF05388,GO:0004185,0.126307545
PF04382,GO:0005200,0.011117372
PF04383,GO:0016881,0.007742592
PF04387,GO:0004864,0.223174021
PF04389,GO:0004177,0.047131855
PF09381,GO:0015481,0.018608073
PF09380,GO:0030676,0.014420518
PF09383,GO:0015424,0.100497909
PF09382,GO:0032357,0.075618006
PF09385,GO:0000155,0.00552058
PF09384,GO:0030515,0.026442634
PF09439,GO:0005047,0.02528247
PF15920,GO:0071933,0.027900823
PF15924,GO:0004377,0.340183843
PF15926,GO:0061630,0.011028225
PF09430,GO:0030246,0.018675782
PF00719,GO:0004427,0.172755293
PF00718,GO:0004802,0.014918811
PF00869,GO:0004252,0.111998444
PF00868,GO:0097199,0.089310683
PF00867,GO:0000287,0.066973684
PF00866,GO:0018623,0.104246646
PF00717,GO:0043565,0.061321289
PF00864,GO:0001614,0.251397269
PF00863,GO:0004482,0.031156545
PF00710,GO:0050567,0.115177011
PF00713,GO:0004867,0.054969833
PF00712,GO:0003887,0.157319189
PF08528,GO:0000989,0.007420211
PF08529,GO:0003700,0.025140014
PF05567,GO:0008253,0.005042116
PF05569,GO:0031992,0.01999908
PF08523,GO:0043565,0.053402937
PF08521,GO:0000155,0.029104626
PF08526,GO:0034618,0.069220195
PF08527,GO:0034618,0.071446825
PF01408,GO:0019210,0.063963072
PF01409,GO:0004826,0.199615212
PF04166,GO:0050897,0.202430145
PF04167,GO:0017091,0.024609365
PF01404,GO:0045499,0.060258747
PF01402,GO:0016151,0.076129362
PF01403,GO:0005178,0.058008996
PF01400,GO:0004222,0.047192619
PF01401,GO:0008241,0.178841228
PF10258,GO:0015643,0.037886495
PF10255,GO:0003743,0.110504751
PF10254,GO:0044325,0.016620397
PF10257,GO:0000339,0.008657259
PF10256,GO:0016409,0.014589228
PF10250,GO:0046922,0.072327665
PF08388,GO:0003964,0.026391582
PF08389,GO:0015932,0.039546444
PF08386,GO:0004601,0.00949463
PF08384,GO:0070996,0.005387197
PF08385,GO:0008569,0.043927287
PF08383,GO:0001077,0.022699736
PF08381,GO:0043531,0.00723166
PF13694,GO:0005507,0.006294275
PF13695,GO:0031849,0.056348398
PF13696,GO:0036002,0.008372291
PF13691,GO:0042781,0.038518996
PF13692,GO:0004377,0.024616167
PF07126,GO:0033711,0.00520926
PF07124,GO:0046789,0.01519618
PF06835,GO:0015221,0.396945685
PF06832,GO:0008955,0.07461317
PF06831,GO:0000405,0.181000441
PF11127,GO:0004792,0.009067271
PF14401,GO:0008716,0.006677499
PF06838,GO:0004123,0.022513257
PF14403,GO:0004357,0.017665176
PF16952,GO:0004356,0.04569096
PF00391,GO:0008986,0.12151356
PF16953,GO:0004526,0.041687809
PF16317,GO:0004569,0.231369547
PF16313,GO:0008237,0.0238177
PF16318,GO:0033999,0.008283584
PF10413,GO:0008020,0.019792078
PF10411,GO:0047134,0.015124796
PF10410,GO:0008143,0.079738975
PF10417,GO:0032843,0.016089109
PF10415,GO:0050163,0.214192007
PF10414,GO:0004851,0.438113402
PF10419,GO:0001005,0.015052167
PF10418,GO:0050660,0.034946786
PF11976,GO:0035259,0.024656957
PF15461,GO:0016702,0.041470101
PF15460,GO:0004402,0.006261693
PF15462,GO:0017081,0.068534259
PF03718,GO:0051675,0.209822495
PF03719,GO:0003735,0.063720839
PF03246,GO:0003723,0.021013121
PF03715,GO:0031491,0.009485303
PF03717,GO:0008658,0.228161754
PF03710,GO:0000287,0.171472969
PF03243,GO:0018836,0.264094042
PF03712,GO:0031418,0.099548434
PF03241,GO:0050660,0.137806065
PF17193,GO:0005509,0.048712095
PF17192,GO:0005509,0.046889787
PF17191,GO:0004003,0.040655782
PF17190,GO:0004003,0.022908182
PF05716,GO:0051018,0.032962648
PF05715,GO:0005522,0.010303558
PF05712,GO:0008531,0.007214021
PF05711,GO:0030769,0.033830752
PF01530,GO:0003700,0.018913267
PF05719,GO:0009000,0.264491063
PF13505,GO:0015288,0.009247002
PF13506,GO:0005254,0.145795549
PF13507,GO:0004359,0.051131181
PF13500,GO:0000287,0.027386164
PF13508,GO:0008999,0.014545487
PF15809,GO:0005540,0.035910043
PF12114,GO:0070888,0.009215599
PF12116,GO:0003700,0.008778447
PF09067,GO:0017046,0.044400899
PF12110,GO:0005487,0.015332998
PF12111,GO:0008995,0.065869552
PF08592,GO:0004497,0.011467309
PF11368,GO:0003834,0.011319521
PF01653,GO:0046872,0.278471595
PF01652,GO:0032266,0.050014573
PF01650,GO:0004197,0.084662306
PF01657,GO:0019828,0.015290733
PF01656,GO:0015420,0.075220293
PF01655,GO:0000166,0.015712414
PF01654,GO:0015453,0.016555483
PF13443,GO:0043565,0.016228437
PF13442,GO:0052935,0.045574248
PF13445,GO:0017091,0.0182999
PF00267,GO:0047485,0.061165045
PF13447,GO:0047991,0.265424642
PF13446,GO:0004843,0.036507128
PF00266,GO:0047304,0.096079073
PF07541,GO:0043022,0.072237159
PF00260,GO:0003677,0.011030414
PF05972,GO:0045295,0.005327373
PF07930,GO:0004177,0.040571722
PF05970,GO:0051880,0.041880474
PF05971,GO:0052907,0.494294991
PF08269,GO:0004871,0.006022101
PF05977,GO:0015307,0.131841505
PF07931,GO:0050262,0.010640664
PF08264,GO:0004825,0.231913764
PF08267,GO:0003871,0.223721223
PF08266,GO:0005509,0.068209859
PF08263,GO:0004675,0.010942408
PF13992,GO:0015184,0.006617941
PF13997,GO:0052851,0.006794708
PF13995,GO:0015643,0.011828068
PF06815,GO:0004170,0.126627742
PF07934,GO:0032357,0.102711986
PF13999,GO:0030151,0.010927037
PF06360,GO:0000772,0.062026911
PF00615,GO:0031694,0.048218226
PF00616,GO:0008429,0.02376031
PF07549,GO:0015450,0.347654641
PF00618,GO:0005089,0.029120349
PF04597,GO:0004579,0.358893808
PF04593,GO:0004800,0.015969282
PF04592,GO:0004800,0.014748915
PF04598,GO:0005363,0.01622588
PF15268,GO:0005080,0.038631179
PF06144,GO:0003887,0.069979159
PF15264,GO:0019145,0.015169267
PF07710,GO:0003682,0.013214958
PF07711,GO:0004663,0.035105687
PF07713,GO:0070878,0.09245438
PF07714,GO:0017046,0.022203503
PF07715,GO:0015235,0.04866736
PF07716,GO:0001084,0.017014689
PF07717,GO:1990247,0.052592217
PF07718,GO:0005198,0.019445833
PF07719,GO:0005528,0.021284979
PF08448,GO:0043565,0.032029003
PF06990,GO:0001733,0.187021963
PF06449,GO:0016820,0.014096688
PF06448,GO:0005543,0.015115584
PF06446,GO:0097690,0.018476461
PF06445,GO:0043565,0.080092666
PF06444,GO:0008137,0.191854379
PF06442,GO:0004146,0.063097725
PF06441,GO:0008096,0.384877345
PF06440,GO:0003887,0.056344226
PF04621,GO:0000978,0.014887365
PF04622,GO:0004985,0.134752502
PF04625,GO:0005213,0.129870242
PF04624,GO:0005213,0.095414504
PF04627,GO:0046933,0.085365433
PF04626,GO:0005213,0.112056937
PF04629,GO:0035591,0.031453384
PF15129,GO:0030298,0.236931675
PF05208,GO:0052925,0.158393261
PF12188,GO:0003700,0.008335329
PF00298,GO:0070180,0.123293442
PF00299,GO:0004540,0.047334501
PF07828,GO:0030246,0.051591067
PF07829,GO:0030550,0.241721529
PF00294,GO:0008865,0.07220141
PF00295,GO:0030596,0.214099042
PF00296,GO:0052873,0.108029913
PF00297,GO:0003735,0.107986113
PF00290,GO:0033984,0.298026772
PF00291,GO:0047458,0.074340946
PF00292,GO:0001077,0.018332284
PF07821,GO:0033910,0.114359595
PF00038,GO:0008307,0.02096826
PF06668,GO:0004867,0.08988484
PF08624,GO:0031490,0.009470253
PF06662,GO:0050379,0.106410748
PF01523,GO:0008237,0.08395141
PF05300,GO:0001227,0.006475018
PF03013,GO:0033892,0.139022349
PF03012,GO:0003968,0.066875811
PF03011,GO:0050839,0.01274797
PF03016,GO:0050508,0.056504541
PF03015,GO:0080019,0.324642201
PF03014,GO:0003723,0.016987534
PF15690,GO:0035259,0.009592486
PF03018,GO:0042349,0.035671784
PF15696,GO:0003690,0.017559081
PF08629,GO:0004115,0.006856738
PF00035,GO:0070878,0.071808529
PF02121,GO:0070540,0.056442719
PF16767,GO:0000155,0.019124155
PF16764,GO:0043130,0.00747808
PF16760,GO:0033201,0.046418551
PF12474,GO:0005524,0.006730624
PF12473,GO:1990939,0.020788065
PF12471,GO:0008686,0.038191208
PF12470,GO:0005363,0.023778394
PF14613,GO:0008289,0.009320862
PF03045,GO:0030297,0.054701088
PF14619,GO:0015616,0.01444919
PF02127,GO:0008270,0.069019233
PF03040,GO:0015078,0.010747174
PF04950,GO:0003924,0.046997022
PF16100,GO:0003677,0.006380635
PF02630,GO:0005507,0.016507541
PF02632,GO:0015225,0.781862838
PF02633,GO:0008198,0.056765951
PF02634,GO:0016783,0.307961512
PF02635,GO:0016783,0.038912014
PF02636,GO:0035243,0.01822932
PF02637,GO:0050567,0.06690515
PF01755,GO:0050211,0.077759559
PF03901,GO:0052926,0.026216488
PF03900,GO:0030340,0.235417429
PF03902,GO:0001133,0.018417847
PF03906,GO:0016996,0.015193428
PF03909,GO:0010314,0.00729495
PF03908,GO:0005484,0.005931177
PF00904,GO:0030674,0.009590897
PF00905,GO:0009002,0.262644863
PF00906,GO:0005198,0.0204382
PF00907,GO:0003705,0.010160349
PF00900,GO:0003735,0.047810103
PF00901,GO:0005198,0.0133668
PF00902,GO:0009977,0.024326482
PF00903,GO:0008198,0.120078063
PF10620,GO:0050519,0.009495893
PF10621,GO:0051537,0.039865857
PF10622,GO:0047429,0.006312356
PF00908,GO:0008831,0.381125972
PF00909,GO:0015292,0.020765895
PF05369,GO:0031419,0.019298043
PF05368,GO:0050662,0.029475989
PF05367,GO:0008833,0.070319624
PF05366,GO:0030234,0.006839856
PF05365,GO:0000403,0.022631781
PF05364,GO:0005096,0.043032891
PF05362,GO:0004176,0.121330684
PF05361,GO:0004865,0.050873382
PF15902,GO:0015369,0.030760987
PF15901,GO:0030379,0.029570497
PF15906,GO:0061630,0.006420647
PF15905,GO:0005540,0.1036431
PF04364,GO:0003887,0.028678749
PF04366,GO:0035091,0.008304337
PF04362,GO:0005506,0.065094896
PF09419,GO:0008962,0.045215835
PF09411,GO:0050528,0.17004557
PF09413,GO:0016151,0.031510526
PF09412,GO:0003723,0.017515171
PF09415,GO:0003690,0.010071455
PF09414,GO:0003972,0.112643834
PF09416,GO:0004004,0.013300504
PF00849,GO:0004730,0.100638903
PF00848,GO:0018623,0.086340738
PF00841,GO:0003677,0.006695057
PF00840,GO:0016162,0.156544925
PF00843,GO:0046872,0.009882995
PF00842,GO:0047679,0.179771138
PF00845,GO:0004197,0.008600109
PF00844,GO:0046872,0.021225182
PF00847,GO:0003700,0.054480662
PF00846,GO:0003723,0.006625822
PF05509,GO:0003677,0.005786476
PF05508,GO:0005096,0.00736124
PF02249,GO:0046872,0.264858676
PF05506,GO:0004767,0.17628703
PF04108,GO:0030295,0.092324415
PF04101,GO:0046509,0.256745315
PF01462,GO:0017046,0.023330574
PF01463,GO:0008201,0.026785692
PF01464,GO:0003796,0.106675126
PF01465,GO:0030306,0.007902805
PF04106,GO:0019776,0.030370754
PF01467,GO:0008771,0.108708822
PF00593,GO:0015235,0.063722761
PF00591,GO:0008083,0.195179598
PF00590,GO:0004852,0.116411325
PF00596,GO:0046570,0.114179116
PF00595,GO:0005089,0.01429907
PF00594,GO:0004252,0.037101222
PF00599,GO:0005216,0.052080504
PF00598,GO:0039660,0.194983118
PF11577,GO:0070530,0.015661967
PF11575,GO:0051537,0.034906422
PF14051,GO:0008270,0.01487935
PF14050,GO:0051082,0.009406318
PF04611,GO:0043565,0.007703283
PF08881,GO:0030246,0.015593868
PF02240,GO:0050524,0.266653136
PF12906,GO:0008270,0.028888044
PF12905,GO:0050110,0.27374035
PF12900,GO:0016491,0.05319369
PF00337,GO:0030395,0.042788426
PF00336,GO:0003887,0.113661985
PF00335,GO:1990459,0.007236473
PF00334,GO:0019215,0.111739018
PF07453,GO:0004519,0.015783861
PF00332,GO:0042124,0.09020421
PF00331,GO:0016162,0.114625157
PF00330,GO:0051538,0.096046526
PF07109,GO:0008112,0.403806275
PF00339,GO:0031692,0.036209242
PF00338,GO:0003735,0.041090731
PF08107,GO:0008289,0.010845179
PF08100,GO:0102766,0.072380645
PF14429,GO:0030676,0.012039986
PF06850,GO:0050526,0.024719758
PF00758,GO:0005179,0.054982539
PF06857,GO:0008815,0.024168836
PF06858,GO:0005525,0.029758194
PF06859,GO:1990276,0.006578947
PF01888,GO:0016994,0.031029151
PF01883,GO:0051536,0.010046363
PF01880,GO:0050605,0.217743456
PF01881,GO:0004519,0.00832551
PF01886,GO:0004339,0.021704897
PF01887,GO:0033846,0.421282761
PF01884,GO:0047294,0.254578109
PF01885,GO:0003950,0.08030337
PF06276,GO:0050565,0.129046985
PF06277,GO:0047883,0.011852036
PF06273,GO:0003743,0.025043152
PF16376,GO:0004222,0.008948433
PF13953,GO:0008745,0.016358087
PF11620,GO:0001077,0.007115293
PF11814,GO:0008080,0.009601059
PF11815,GO:0004771,0.057650423
PF11816,GO:0036459,0.00589085
PF10438,GO:0031216,0.062936379
PF11812,GO:0005315,0.041279111
PF10435,GO:0004565,0.183683202
PF17425,GO:0004062,0.207546088
PF10436,GO:0047323,0.128020439
PF10431,GO:0004176,0.03904254
PF10430,GO:0004716,0.033289437
PF10433,GO:0003684,0.007865541
PF10432,GO:0004360,0.110510328
PF03737,GO:0047443,0.154574344
PF03734,GO:0016807,0.018206089
PF03732,GO:0004521,0.007824478
PF03733,GO:0015369,0.014040663
PF03730,GO:0004003,0.057520837
PF03731,GO:0004003,0.065257121
PF15487,GO:0097677,0.006794708
PF03738,GO:0047479,0.089083202
PF03739,GO:0015437,0.005265949
PF03220,GO:0003723,0.006432251
PF03221,GO:0003682,0.027875592
PF03222,GO:0015565,0.159707237
PF03223,GO:0008553,0.049706847
PF03226,GO:0033743,0.010340817
PF03227,GO:0033743,0.006265664
PF05770,GO:0016853,0.244580424
PF05773,GO:0031624,0.016215405
PF05778,GO:0005543,0.060951951
PF16595,GO:0008408,0.008386777
PF16590,GO:0030553,0.032835675
PF16591,GO:0004871,0.017989722
PF16592,GO:0008408,0.011414008
PF16593,GO:0003723,0.007783336
PF12284,GO:0001077,0.007103524
PF12285,GO:0004252,0.027064377
PF01922,GO:0008312,0.44052914
PF12282,GO:0004673,0.005189861
PF12289,GO:0003968,0.043453033
PF05470,GO:0031369,0.051827404
PF01155,GO:0016151,0.173679499
PF11744,GO:0015140,0.051256327
PF11741,GO:0008565,0.051031673
PF00273,GO:0008431,0.027668031
PF04301,GO:0010340,0.020084503
PF13527,GO:0047921,0.00877193
PF13525,GO:0004553,0.008389904
PF13522,GO:0030246,0.022951158
PF13523,GO:0047617,0.006513315
PF13520,GO:0015655,0.024630653
PF04307,GO:0000150,0.013535382
PF02177,GO:0031696,0.050006054
PF02176,GO:0008270,0.014909348
PF02175,GO:0004888,0.020614729
PF02174,GO:0005200,0.041281605
PF02173,GO:0001190,0.013361764
PF02172,GO:0001191,0.022711155
PF02171,GO:0000340,0.021336217
PF02170,GO:0003727,0.020867665
PF12137,GO:0070063,0.030093689
PF12134,GO:0000386,0.189636573
PF12135,GO:0030246,0.005556442
PF12130,GO:0016709,0.013976122
PF02178,GO:0017108,0.012466947
PF05194,GO:0016151,0.203083027
PF05195,GO:0004177,0.081644543
PF05196,GO:0038085,0.081228385
PF14195,GO:0003896,0.00540135
PF05190,GO:0032357,0.041337744
PF05191,GO:0004017,0.150357227
PF05192,GO:0032357,0.042873228
PF14191,GO:0003896,0.005928397
PF05198,GO:0003743,0.20846629
PF05199,GO:0030248,0.08471162
PF13423,GO:0004535,0.108167733
PF16902,GO:0009036,0.041648046
PF16901,GO:0052591,0.280809956
PF16900,GO:0003697,0.007469731
PF13427,GO:0009012,0.35423096
PF16906,GO:0003735,0.025636799
PF16905,GO:0086056,0.071029817
PF16904,GO:0004642,0.013858751
PF01715,GO:0009824,0.150105552
PF01679,GO:0032266,0.013698945
PF01678,GO:0008837,0.782461006
PF04829,GO:0004530,0.019015435
PF04828,GO:0070180,0.109920428
PF04827,GO:0016788,0.008776424
PF04826,GO:0001540,0.021270801
PF04825,GO:0003682,0.009612167
PF01676,GO:0008973,0.237911353
PF01670,GO:0033946,0.206896844
PF04820,GO:0004497,0.017767398
PF07651,GO:0080025,0.129241747
PF09088,GO:0000340,0.007498102
PF09089,GO:0046872,0.005242526
PF00658,GO:0034450,0.037148449
PF07650,GO:0070181,0.054694006
PF09081,GO:0033910,0.236243134
PF09086,GO:0046872,0.018475681
PF09087,GO:0031216,0.062590747
